score,sentence_scores,text
0.7354572966955037,"[{'score': 0.0, 'sentence': 'She ’ d grown up in a predominantly white , working class housing estate .'}, {'score': 7.40684256284041e-06, 'sentence': '“ We were the only Asian family in our neighborhood,"" she recalled.'}, {'score': 1.0365603697604087e-07, 'sentence': 'The sense of isolation was palpifying, but it also acted as a catalyst for her resilience.'}, {'score': 0.3949064982991112, 'sentence': 'From a young age, she learned to navigate the intricate landscape of cultural diversity.'}, {'score': 0.00973854125265905, 'sentence': 'Her experiences with racial disparity and social class division were formative, shaping her into a strong advocate for multiculturalism and social justice.'}, {'score': 0.9959148839713639, 'sentence': 'She was determined to make her mark, to challenge the norm and carve out a space for those who found themselves in similar situations.'}]","She ’ d grown up in a predominantly white , working class housing estate . “ We were the only Asian family in our neighborhood,"" she recalled. The sense of isolation was palpifying, but it also acted as a catalyst for her resilience. From a young age, she learned to navigate the intricate landscape of cultural diversity. Her experiences with racial disparity and social class division were formative, shaping her into a strong advocate for multiculturalism and social justice. She was determined to make her mark, to challenge the norm and carve out a space for those who found themselves in similar situations."
0.9999950396528433,"[{'score': 0.0, 'sentence': 'Ben Finkelor MBA 04 , Executive Director of the Energy Efficiency Center ( EEC ) , will introduce GSM Business Leader Series speaker, Jane Thompson, a renowned environmentalist and advocate for sustainable business practices.'}, {'score': 0.9447396055546564, 'sentence': 'Thompson, with over two decades of experience in the energy sector, will share her insights on integrating sustainability into business models.'}, {'score': 0.0006908653288458799, 'sentence': 'She will discuss the challenges and opportunities of green business, offering a fresh perspective on reducing environmental footprints while maximizing profitability.'}, {'score': 6.176558659920506e-05, 'sentence': 'Finkelor looks forward to facilitating this enlightening conversation, hoping to inspire attendees to consider the role of sustainability in their own business ventures.'}]","Ben Finkelor MBA 04 , Executive Director of the Energy Efficiency Center ( EEC ) , will introduce GSM Business Leader Series speaker, Jane Thompson, a renowned environmentalist and advocate for sustainable business practices. Thompson, with over two decades of experience in the energy sector, will share her insights on integrating sustainability into business models. She will discuss the challenges and opportunities of green business, offering a fresh perspective on reducing environmental footprints while maximizing profitability. Finkelor looks forward to facilitating this enlightening conversation, hoping to inspire attendees to consider the role of sustainability in their own business ventures."
0.7265769127775856,"[{'score': 8.924093903994734e-05, 'sentence': 'Former Rep. Stephanie Herseth Sandlin ( D-S.D . )'}, {'score': 8.176546661964323e-09, 'sentence': 'is eager to start her K Street practice and has not ruled out a future return to politics.'}, {'score': 0.663141246384547, 'sentence': 'Sandlin, who has recently taken up a position at a prominent lobbying firm, believes her expertise in agricultural policy and Native American affairs will be beneficial to her new role.'}, {'score': 0.3465527427297914, 'sentence': 'She plans to use her knowledge to influence policy-making, while also advocating for her clients.'}, {'score': 0.9607262466862301, 'sentence': 'While she is focused on her current role, she admits that the dynamic nature of politics is appealing and she may potentially explore the possibility of running for office again in the future.'}]","Former Rep. Stephanie Herseth Sandlin ( D-S.D . ) is eager to start her K Street practice and has not ruled out a future return to politics. Sandlin, who has recently taken up a position at a prominent lobbying firm, believes her expertise in agricultural policy and Native American affairs will be beneficial to her new role. She plans to use her knowledge to influence policy-making, while also advocating for her clients. While she is focused on her current role, she admits that the dynamic nature of politics is appealing and she may potentially explore the possibility of running for office again in the future."
0.7431539198085024,"[{'score': 0.0, 'sentence': 'She posted about Bozman in the “ Out and About in Troy , Illinois ” Facebook group to see if anyone had seen him.'}, {'score': 0.0018223381056822197, 'sentence': 'The response was overwhelming.'}, {'score': 2.8185385158030485e-06, 'sentence': 'Residents, many of whom had never met Bozman, shared sightings and tips on his usual haunts.'}, {'score': 4.440892098500626e-16, 'sentence': 'Some even offered to join the search, eager to help bring the beloved local back home.'}, {'score': 0.19888493899533433, 'sentence': 'A sense of community was truly felt as people united to support one another.'}, {'score': 1.3971736878559682e-08, 'sentence': 'This served as a touching reminder of the kindness and solidarity that exists within small town life in Troy.'}]","She posted about Bozman in the “ Out and About in Troy , Illinois ” Facebook group to see if anyone had seen him. The response was overwhelming. Residents, many of whom had never met Bozman, shared sightings and tips on his usual haunts. Some even offered to join the search, eager to help bring the beloved local back home. A sense of community was truly felt as people united to support one another. This served as a touching reminder of the kindness and solidarity that exists within small town life in Troy."
0.9999991316058919,"[{'score': 0.9999376466186684, 'sentence': 'Former Chicago police officer Jason Van Dyke was sentenced Friday to six years and nine months in the killing of 17-year-old Laquan McDonald, marking the end of a high-profile trial that highlighted issues of racial bias and police brutality.'}, {'score': 0.9895747032703801, 'sentence': 'Van Dyke, who was convicted of second-degree murder and 16 counts of aggravated battery, shot McDonald 16 times in October 2014.'}, {'score': 0.9995211032766627, 'sentence': 'The sentencing has been met with mixed reactions, with some feeling it is too lenient while others see it as a step towards justice.'}, {'score': 0.9630399311700135, 'sentence': 'Despite the verdict, the case continues to fuel debates on policing and racial discrimination in America.'}]","Former Chicago police officer Jason Van Dyke was sentenced Friday to six years and nine months in the killing of 17-year-old Laquan McDonald, marking the end of a high-profile trial that highlighted issues of racial bias and police brutality. Van Dyke, who was convicted of second-degree murder and 16 counts of aggravated battery, shot McDonald 16 times in October 2014. The sentencing has been met with mixed reactions, with some feeling it is too lenient while others see it as a step towards justice. Despite the verdict, the case continues to fuel debates on policing and racial discrimination in America."
0.00045885910858978196,"[{'score': 1.1102230246251565e-15, 'sentence': 'There is no stronger motivation to bury the hatchet than ratings and pending contract negotiations .'}, {'score': 5.798977319781962e-06, 'sentence': 'High above Midtown Manhattan , TV executives are huddled in their glass towers, negotiating the future of their biggest stars.'}, {'score': 0.0002405073115349099, 'sentence': 'Tensions run high as they calculate the potential impact of each decision on viewer numbers and advertising revenue.'}, {'score': 0.9295813077739596, 'sentence': ""It's a ruthless game of chess, where personal differences must be set aside for the greater good of the network.""}, {'score': 0.9537096146068367, 'sentence': ""Amid the skyscrapers and chaos, the age-old adage rings true - there's no business like show business.""}]","There is no stronger motivation to bury the hatchet than ratings and pending contract negotiations . High above Midtown Manhattan , TV executives are huddled in their glass towers, negotiating the future of their biggest stars. Tensions run high as they calculate the potential impact of each decision on viewer numbers and advertising revenue. It's a ruthless game of chess, where personal differences must be set aside for the greater good of the network. Amid the skyscrapers and chaos, the age-old adage rings true - there's no business like show business."
0.9995868404701322,"[{'score': 0.8281119169620574, 'sentence': 'There are plenty of products out there that make it possible to create narrated walk-throughs of content , but most of them lack the simplicity and user-friendly interface that beginners crave.'}, {'score': 2.320070802142027e-09, 'sentence': 'Many require a steep learning curve or technical expertise that can discourage novice users.'}, {'score': 0.8587853301265163, 'sentence': 'However, some innovative companies are bucking the trend, offering easy-to-use platforms with intuitive controls and straightforward instructions.'}, {'score': 0.10162801154165824, 'sentence': 'These platforms cater to those who may not have a background in tech, yet still want to create engaging and high-quality narrated walk-throughs.'}, {'score': 1.315902942167213e-11, 'sentence': 'They’ve managed to strike a balance between advanced features and user-friendliness.'}]","There are plenty of products out there that make it possible to create narrated walk-throughs of content , but most of them lack the simplicity and user-friendly interface that beginners crave. Many require a steep learning curve or technical expertise that can discourage novice users. However, some innovative companies are bucking the trend, offering easy-to-use platforms with intuitive controls and straightforward instructions. These platforms cater to those who may not have a background in tech, yet still want to create engaging and high-quality narrated walk-throughs. They’ve managed to strike a balance between advanced features and user-friendliness."
0.9592468172807584,"[{'score': 0.0560002379759903, 'sentence': 'According to data provided in the World Economic Forumâ€™s Global Enabling Trade Report 2012 , the countryâ€™s macroeconomic fundamentals are strong and stable, indicating a healthy economic climate.'}, {'score': 0.009132141778604885, 'sentence': ""The report highlights the country's competitive exchange rates, sound fiscal policies and robust financial systems as key contributors to its economic strength.""}, {'score': 0.020116095208489226, 'sentence': ""It also praises the government's efforts in managing inflation and maintaining a stable unemployment rate.""}, {'score': 0.95069342039586, 'sentence': 'Despite global economic uncertainties, the data suggests that the country is well-positioned to weather potential economic storms, thanks to its strong macroeconomic fundamentals.'}, {'score': 0.0, 'sentence': 'The WEF encourages other nations to learn from this country’s strategies and policies.'}]","According to data provided in the World Economic Forumâ€™s Global Enabling Trade Report 2012 , the countryâ€™s macroeconomic fundamentals are strong and stable, indicating a healthy economic climate. The report highlights the country's competitive exchange rates, sound fiscal policies and robust financial systems as key contributors to its economic strength. It also praises the government's efforts in managing inflation and maintaining a stable unemployment rate. Despite global economic uncertainties, the data suggests that the country is well-positioned to weather potential economic storms, thanks to its strong macroeconomic fundamentals. The WEF encourages other nations to learn from this country’s strategies and policies."
0.9944059027441408,"[{'score': 0.0, 'sentence': 'Girls Like Biology , Boys Like Physics ?'}, {'score': 1.1197157590236984e-05, 'sentence': 'We all have our stereotypes about which subjects appeal more to girls and boys.'}, {'score': 0.17700588749518287, 'sentence': ""But these assumptions are often based on outdated gender roles and don't reflect the true interests and capabilities of individuals.""}, {'score': 0.0, 'sentence': 'Girls can excel in physics and boys can be passionate about biology.'}, {'score': 0.018409404989063516, 'sentence': ""It's more about personal preferences rather than gender.""}, {'score': 0.9918814909707391, 'sentence': 'Instead of perpetuating stereotypes, we should encourage all children to explore a variety of subjects and foster their passions, regardless of whether these passions align with traditional gender roles.'}, {'score': 0.9196809325870154, 'sentence': 'The key is to provide equal opportunities and support for all, irrespective of their gender.'}]","Girls Like Biology , Boys Like Physics ? We all have our stereotypes about which subjects appeal more to girls and boys. But these assumptions are often based on outdated gender roles and don't reflect the true interests and capabilities of individuals. Girls can excel in physics and boys can be passionate about biology. It's more about personal preferences rather than gender. Instead of perpetuating stereotypes, we should encourage all children to explore a variety of subjects and foster their passions, regardless of whether these passions align with traditional gender roles. The key is to provide equal opportunities and support for all, irrespective of their gender."
0.9996387128354316,"[{'score': 0.09429005297742032, 'sentence': 'UNITED NATIONS , July 6 , updated -- With the mandate of the UN Mission in Sudan set to expire on July 10, intense negotiations are taking place at the United Nations.'}, {'score': 0.1778987221019026, 'sentence': 'The main concern is whether to extend the mission or redefine its mandate to better address the escalating conflict in the region.'}, {'score': 0.030422961657277536, 'sentence': ""Several member states argue that the UN's presence in Sudan is essential to maintain stability and protect civilians, while others insist on a more robust mandate that includes proactive measures against potential threats.""}, {'score': 0.12229608321998275, 'sentence': ""No consensus has yet been reached, and the decision is expected to significantly impact Sudan's volatile political climate.""}]","UNITED NATIONS , July 6 , updated -- With the mandate of the UN Mission in Sudan set to expire on July 10, intense negotiations are taking place at the United Nations. The main concern is whether to extend the mission or redefine its mandate to better address the escalating conflict in the region. Several member states argue that the UN's presence in Sudan is essential to maintain stability and protect civilians, while others insist on a more robust mandate that includes proactive measures against potential threats. No consensus has yet been reached, and the decision is expected to significantly impact Sudan's volatile political climate."
0.7198845930302541,"[{'score': 0.002790329539546166, 'sentence': 'A senior citizen , 85-year-old Baburam Patil , was turned away for the third time when he to pay his electricity bill at a local utility office.'}, {'score': 2.110458474646748e-10, 'sentence': 'Despite his earnest attempts to pay his dues, the officials cited technical issues in their system.'}, {'score': 2.6645352591003757e-15, 'sentence': ""The octogenarian's multiple trips were in vain as the unresolved glitches continued to prevent him from settling his bill.""}, {'score': 0.250869052813103, 'sentence': 'Frustrated, Patil expressed his disappointment at the poor service and called for an immediate resolution.'}, {'score': 0.07866380519433003, 'sentence': 'The repeated setbacks highlighted the need for better customer service, especially for the elderly, who may find it challenging to navigate bureaucratic red tape.'}]","A senior citizen , 85-year-old Baburam Patil , was turned away for the third time when he to pay his electricity bill at a local utility office. Despite his earnest attempts to pay his dues, the officials cited technical issues in their system. The octogenarian's multiple trips were in vain as the unresolved glitches continued to prevent him from settling his bill. Frustrated, Patil expressed his disappointment at the poor service and called for an immediate resolution. The repeated setbacks highlighted the need for better customer service, especially for the elderly, who may find it challenging to navigate bureaucratic red tape."
0.9996151100263798,"[{'score': 0.2984771904547949, 'sentence': 'Seabees from Naval Mobile Construction Battalion ( NMCB ) 7 and members of the U.S. Army Alpha Company , 427th Brigade Support Battalion, participated in a joint operation to repair and fortify several key infrastructures in the region.'}, {'score': 7.252465986207213e-06, 'sentence': 'They focused on essential facilities including hospitals, schools, and transportation hubs, that were damaged in recent conflicts.'}, {'score': 4.0448352987887404e-05, 'sentence': 'Utilizing their respective expertise in engineering and construction, the Seabees and Army Alpha Company worked tirelessly to restore functionality and security, demonstrating the power of inter-service cooperation.'}, {'score': 0.012197395896814789, 'sentence': 'Their joint efforts not only significantly improved local conditions but also strengthened the bonds between the two military branches.'}]","Seabees from Naval Mobile Construction Battalion ( NMCB ) 7 and members of the U.S. Army Alpha Company , 427th Brigade Support Battalion, participated in a joint operation to repair and fortify several key infrastructures in the region. They focused on essential facilities including hospitals, schools, and transportation hubs, that were damaged in recent conflicts. Utilizing their respective expertise in engineering and construction, the Seabees and Army Alpha Company worked tirelessly to restore functionality and security, demonstrating the power of inter-service cooperation. Their joint efforts not only significantly improved local conditions but also strengthened the bonds between the two military branches."
0.7279875801467606,"[{'score': 0.0, 'sentence': 'Bob Cannard shovels compost which orignally came from San Francisco food scraps at Green String Farms outside Petaluma , Calif .'}, {'score': 5.748260174520681e-07, 'sentence': ', on a sunny Tuesday afternoon.'}, {'score': 0.5829942434155648, 'sentence': 'He is passionate about sustainable farming and believes in nurturing the land that produces our food.'}, {'score': 0.20917578419399951, 'sentence': 'The compost, filled with nutrient-rich organic matter, is key to enriching the soil of his farm and boosting crop productivity.'}, {'score': 2.1649348980190553e-13, 'sentence': 'Cannard insists on this approach, despite it being more labor-intensive.'}, {'score': 0.843823226773198, 'sentence': ""He believes it's crucial for the health of our environment.""}, {'score': 1.8424381487136543e-07, 'sentence': ""Green String Farms serves as a testament to Cannard's commitment to organic, sustainable farming practices.""}]","Bob Cannard shovels compost which orignally came from San Francisco food scraps at Green String Farms outside Petaluma , Calif . , on a sunny Tuesday afternoon. He is passionate about sustainable farming and believes in nurturing the land that produces our food. The compost, filled with nutrient-rich organic matter, is key to enriching the soil of his farm and boosting crop productivity. Cannard insists on this approach, despite it being more labor-intensive. He believes it's crucial for the health of our environment. Green String Farms serves as a testament to Cannard's commitment to organic, sustainable farming practices."
0.9999960642124575,"[{'score': 0.00021233068290316126, 'sentence': 'JURGEN KLOPP has revealed his delight at ending Pep Guardiola \'s 22-game unbeaten run with Manchester City , exclaiming live on air, ""It feels incredible!""'}, {'score': 0.4097537244954885, 'sentence': 'The Liverpool manager could not hide his excitement after the thrilling match, which saw his team emerge victorious.'}, {'score': 0.9590819639327534, 'sentence': 'Klopp praised his team\'s hard work and resilience, stating, ""We played with passion and determination, I\'m extremely proud of my boys.""'}, {'score': 8.806133600103294e-11, 'sentence': ""He further added that breaking Guardiola's unbeaten run was not the primary aim, but a satisfying result nonetheless.""}, {'score': 0.9683922103032538, 'sentence': 'Klopp concluded by expressing his hope that this win would provide a morale boost for the rest of the season.'}]","JURGEN KLOPP has revealed his delight at ending Pep Guardiola 's 22-game unbeaten run with Manchester City , exclaiming live on air, ""It feels incredible!"" The Liverpool manager could not hide his excitement after the thrilling match, which saw his team emerge victorious. Klopp praised his team's hard work and resilience, stating, ""We played with passion and determination, I'm extremely proud of my boys."" He further added that breaking Guardiola's unbeaten run was not the primary aim, but a satisfying result nonetheless. Klopp concluded by expressing his hope that this win would provide a morale boost for the rest of the season."
0.9835016920339337,"[{'score': 0.0, 'sentence': 'Google recently launched real estate features including home services advertising and will soon unveil a mortgage comparison tool .'}, {'score': 0.9973504268553799, 'sentence': 'Google is expanding its reach into the real estate market, aiming to streamline the home buying process for consumers.'}, {'score': 0.771601065278589, 'sentence': 'The mortgage comparison tool will allow potential buyers to compare different mortgage rates and terms from various lenders, all in one convenient location.'}, {'score': 0.345902764060358, 'sentence': 'This could potentially revolutionize the mortgage industry by providing more transparency and competition among lenders.'}, {'score': 1.9984014443252818e-15, 'sentence': 'The home services advertising feature also aims to connect homeowners with trusted professionals for home improvement projects.'}, {'score': 0.9133010503300485, 'sentence': ""Google's foray into real estate technology shows its commitment to diversifying its services.""}]","Google recently launched real estate features including home services advertising and will soon unveil a mortgage comparison tool . Google is expanding its reach into the real estate market, aiming to streamline the home buying process for consumers. The mortgage comparison tool will allow potential buyers to compare different mortgage rates and terms from various lenders, all in one convenient location. This could potentially revolutionize the mortgage industry by providing more transparency and competition among lenders. The home services advertising feature also aims to connect homeowners with trusted professionals for home improvement projects. Google's foray into real estate technology shows its commitment to diversifying its services."
